miliseconds,S1,DNA0000,DNA0001,DNA0010,DNA0100,DNA1000,DNA1100,DNA1010,DNA1001,DNA0110,DNA0101,DNA0011,DNA1110,DNA1011,DNA1101,DNA0111,DNA1111,DNA001_1,DNA01_10,DNA01_11,DNA011_1,DNA01_1_1,DNA101_1,DNA1_100,DNA1_101,DNA1_110,DNA11_10,DNA1_1_10,DNA1_111,DNA11_11,DNA111_1,DNA1_1_11,DNA1_11_1,DNA11_1_1,DNA1_1_1_1
3300,1.0257531792011355e-11,9.94349178389512e-11,4.1051745480070845e-15,2.0351876218666277e-13,2.038355174194005e-13,4.0840844257054246e-15,8.343959214211658e-18,8.300740919884427e-18,2.1073246803739853e-19,2.297841433938145e-16,8.32801701902595e-18,8.343584863554078e-18,7.203656859664772e-22,3.2449445024401803e-22,3.214522269327174e-22,7.169275512754612e-22,2.1498756473759304e-27,4.948290421842228e-15,1.3827224958061356e-13,2.1050915659381445e-19,2.1478224483172362e-19,1.2481026275686766e-16,1.9476620396320848e-19,4.9724576334870626e-15,1.9292561260326794e-19,2.1140277307725468e-19,2.180154917479335e-19,1.2516535021321396e-16,4.3507651908208184e-27,4.4467575900160055e-27,4.352355731151208e-27,1.9461093399136074e-24,1.9939965858907036e-24,2.0453759940926643e-24,1.181254612461425e-21
3400,1.0244568727875535e-11,9.94351369046248e-11,4.067185288526038e-15,2.0436122541186743e-13,2.025610431286721e-13,4.090998490844285e-15,8.242768305932102e-18,8.33530501169636e-18,2.1151750230514542e-19,2.343810131099806e-16,8.31344207376459e-18,8.2643005493757e-18,7.288588981907303e-22,3.2469964887452874e-22,3.239160051220863e-22,7.293817978730482e-22,2.1783898190900008e-27,5.007592349160572e-15,1.385172519648196e-13,2.2390887363237314e-19,2.2533939674618114e-19,1.3282673894547894e-16,1.949248193116788e-19,4.987755316526406e-15,1.9370626778457096e-19,2.2841003895988876e-19,2.1911836249083044e-19,1.3689238413450452e-16,4.54687763813343e-27,4.724700719566025e-27,4.664819424936002e-27,2.194600273627587e-24,2.1588445122625714e-24,2.0839666761227797e-24,1.2568931432737396e-21
3500,1.0242852629963036e-11,9.943537570781289e-11,4.09895178792399e-15,2.0447698007320434e-13,2.046783211713617e-13,4.063944821255634e-15,8.313113799271349e-18,8.27953550749648e-18,2.1203207862340127e-19,2.332847174437173e-16,8.262941057549863e-18,8.282419292066946e-18,7.465622303704595e-22,3.2408274834326207e-22,3.252136022438246e-22,7.457616276079369e-22,2.19942164560482e-27,4.996350899870371e-15,1.4225914358735993e-13,2.2642191233688377e-19,2.2964010578281027e-19,1.417736957796266e-16,1.9387328292579946e-19,4.981173618219027e-15,1.9508404703960039e-19,2.3201752266313625e-19,2.303066691383308e-19,1.3672934172919827e-16,4.782859990784454e-27,4.847086911053231e-27,4.852408654530767e-27,2.293892987075226e-24,2.2579815996938852e-24,2.273814317199027e-24,1.369456752259452e-21
3600,1.0247428129458401e-11,9.942994675492476e-11,4.077179270366188e-15,2.0337462651138372e-13,2.028237749898187e-13,4.069557663692946e-15,8.332738161345786e-18,8.291260734234641e-18,2.1471481100246851e-19,2.3829058778970854e-16,8.33700574837241e-18,8.32994941988514e-18,7.603431740789647e-22,3.2357520179772663e-22,3.202957965737191e-22,7.648172048758476e-22,2.2717586905349458e-27,4.954761742689e-15,1.4054548544595407e-13,2.454788043617257e-19,2.3802411918134143e-19,1.4405551273316284e-16,1.9255820694065773e-19,4.9527041876302905e-15,1.934636410596471e-19,2.3922047961898956e-19,2.413929725286802e-19,1.4535251461576553e-16,5.0601650972271636e-27,5.0980452240230626e-27,5.09461675524638e-27,2.378597723822566e-24,2.360707630664802e-24,2.406881687144168e-24,1.403426580888777e-21
3700,1.0243280416759156e-11,9.942939220540868e-11,4.072703920755157e-15,2.027683588876352e-13,2.02866652256949e-13,4.077404505642436e-15,8.336120388127597e-18,8.28596842948309e-18,2.143211513666847e-19,2.3901131278989245e-16,8.274569350019319e-18,8.28869262553448e-18,7.772568947873936e-22,3.2445997153269855e-22,3.2243351024605283e-22,7.933669728152259e-22,2.257998088065676e-27,4.970045509319863e-15,1.4358174845763143e-13,2.4571513256616837e-19,2.5473400302737765e-19,1.4989062812270613e-16,1.9274229550041534e-19,4.94816114895996e-15,1.9465541707664163e-19,2.529780021557059e-19,2.4495699836491157e-19,1.496866054501364e-16,5.334545359047831e-27,5.358316530983105e-27,5.335296383202061e-27,2.4755361357858537e-24,2.5623869168652996e-24,2.5540703936855725e-24,1.4868403524554485e-21
3800,1.0240583033085842e-11,9.943265398623248e-11,4.04919604744294e-15,2.0245723100453526e-13,2.0227118088178692e-13,4.101660991058291e-15,8.21381814807694e-18,8.32969136560114e-18,2.161290774452523e-19,2.40595442385524e-16,8.326504492037173e-18,8.285790346195312e-18,7.965291924689599e-22,3.207063906545999e-22,3.2164387274394487e-22,8.115035836608616e-22,2.2844416405999485e-27,4.982493692975915e-15,1.4505520308549081e-13,2.562019971376754e-19,2.622392201990743e-19,1.544026280668603e-16,1.9406261050281018e-19,4.939636848525563e-15,1.939172284965091e-19,2.556446697329341e-19,2.604653727857315e-19,1.5276144850398308e-16,5.672637247258662e-27,5.700334618266183e-27,5.470661741819461e-27,2.601740777860179e-24,2.630828609010721e-24,2.6284142752045538e-24,1.6112791250479997e-21
3900,1.0240339633225618e-11,9.942650001862459e-11,4.095190360775123e-15,2.02233300679335e-13,2.033879208521811e-13,4.097074782803866e-15,8.208857355875822e-18,8.297968298664714e-18,2.1444574978338016e-19,2.415257086840817e-16,8.310822716481163e-18,8.323662425507683e-18,8.193912577213807e-22,3.2114660567196774e-22,3.231661939251181e-22,8.266788934291551e-22,2.3158987402529788e-27,4.936803255072634e-15,1.438654781499969e-13,2.6635237737443384e-19,2.6627212049855313e-19,1.5770080118698587e-16,1.9397524032035409e-19,4.943634502691909e-15,1.9397326136901567e-19,2.729955627424451e-19,2.701407966143289e-19,1.615382401759211e-16,5.934636423851087e-27,5.893740838520903e-27,5.816728254850549e-27,2.7324178895357367e-24,2.7306849877181093e-24,2.7781393804345454e-24,1.703053601419952e-21
4000,1.0235027690869444e-11,9.942778928640278e-11,4.080743545786198e-15,2.0371453971856357e-13,2.036706401050995e-13,4.064657901570583e-15,8.294080841524264e-18,8.285254617538876e-18,2.1538534391510789e-19,2.454946498601487e-16,8.25768202146647e-18,8.236071611076697e-18,8.506965303158715e-22,3.2434592072626073e-22,3.2330449255240693e-22,8.45182975815842e-22,2.3783708483295033e-27,4.9640724387552065e-15,1.437842502507041e-13,2.7683685654048495e-19,2.808283307073348e-19,1.6658171570974777e-16,1.944507784796505e-19,4.958680951538254e-15,1.924404690775125e-19,2.8276775003827617e-19,2.7187819724935285e-19,1.674752494590197e-16,5.973708333580457e-27,6.156739844103832e-27,5.953212509697482e-27,2.9359315081854778e-24,2.88625615502645e-24,2.9672440742463663e-24,1.76401168541832e-21
4100,1.0236094710404495e-11,9.943125770909281e-11,4.099376098801481e-15,2.0253340581428695e-13,2.04567746630337e-13,4.069636754381389e-15,8.274893911089049e-18,8.228983991645636e-18,2.1700736796425435e-19,2.4087994802094904e-16,8.269503224029235e-18,8.305566536368591e-18,8.450515420419851e-22,3.2429639175435705e-22,3.198921696282074e-22,8.635658786221864e-22,2.3936258860315926e-27,4.932309017905525e-15,1.4564644018053184e-13,2.9071025604401096e-19,2.849751181984868e-19,1.7128861706656804e-16,1.9202206682519476e-19,4.991861746064546e-15,1.934746753406077e-19,2.814644347932527e-19,2.8951689352162516e-19,1.7238122811506852e-16,6.260906430136431e-27,6.364562957801296e-27,6.3971679323016586e-27,3.0011532757870974e-24,3.104109709450864e-24,3.0828633461514343e-24,1.8415509629132953e-21
4200,1.0236628387177315e-11,9.942898719097009e-11,4.091201186270369e-15,2.0258188777356836e-13,2.0343106033252326e-13,4.091534728844731e-15,8.268551369486868e-18,8.235452061693447e-18,2.175438383780897e-19,2.481725157370896e-16,8.285103250216132e-18,8.317011910033018e-18,8.666662880695963e-22,3.2142887055357497e-22,3.2267907533974416e-22,8.741956096936041e-22,2.4215507824922142e-27,4.9746171413388335e-15,1.461649786709004e-13,2.919073969623539e-19,2.9489984681904173e-19,1.774835301929458e-16,1.9371488358770153e-19,4.926851709337644e-15,1.9297511129833937e-19,3.000164795222193e-19,2.94774006207997e-19,1.7892848844554962e-16,6.463409646292192e-27,6.468323233244458e-27,6.597953679496202e-27,3.228194483097997e-24,3.1261608218613964e-24,3.1814947298601487e-24,1.8985542604166843e-21
4300,1.0230058674394162e-11,9.942749912976134e-11,4.070492053727659e-15,2.027609913285691e-13,2.032601874294484e-13,4.096240588062627e-15,8.296643262927954e-18,8.231609312294645e-18,2.1829347701383017e-19,2.461168471580232e-16,8.322098646284263e-18,8.317033173208769e-18,8.92748564880802e-22,3.2046777109906722e-22,3.2370594958536416e-22,8.953987839447301e-22,2.4739766848099105e-27,4.9377155477158265e-15,1.4893055657722753e-13,3.057128552369126e-19,3.0198931528736184e-19,1.812058257972017e-16,1.9191551068000457e-19,4.9903893896034e-15,1.9213943654123322e-19,3.0575085467864427e-19,3.0480891280417027e-19,1.8165914797771539e-16,6.761712312895696e-27,6.803153643294607e-27,6.766479189367173e-27,3.2722921580611755e-24,3.296517908481596e-24,3.2787633226358415e-24,1.9990964425503286e-21
4400,1.022567520752074e-11,9.942560441034951e-11,4.090356289494396e-15,2.0390805716150497e-13,2.0199530826483548e-13,4.04832064683635e-15,8.252957513209349e-18,8.311621095829191e-18,2.1729285361928304e-19,2.527529168345899e-16,8.256423765263165e-18,8.208504464895065e-18,9.1060597396082e-22,3.2331840107195804e-22,3.2081356617390746e-22,8.991197263382545e-22,2.5222038184796965e-27,4.981853767085266e-15,1.4892970349785624e-13,3.155358282256684e-19,3.114965773412703e-19,1.8899928156016152e-16,1.9445443159969192e-19,4.943199049991643e-15,1.916222002626628e-19,3.1315174756451286e-19,3.1203652808957153e-19,1.8632145929840427e-16,6.925938914096576e-27,6.995582476952781e-27,7.091425356196353e-27,3.50314203216351e-24,3.404877575852742e-24,3.478175674136408e-24,2.0996148340738437e-21
4500,1.0228389984413466e-11,9.942634521464571e-11,4.0834788872111085e-15,2.0193367425538662e-13,2.0319914701190104e-13,4.0805202429084365e-15,8.263168215975988e-18,8.265997136843598e-18,2.1768279240531686e-19,2.531068509528534e-16,8.205614750218173e-18,8.274635361465088e-18,9.194063136733357e-22,3.2070260156557693e-22,3.2033750482364047e-22,9.06575403621954e-22,2.5356158019587446e-27,4.961738470936656e-15,1.511444570622018e-13,3.222242884627865e-19,3.1993915109487143e-19,1.9156154053802216e-16,1.9355131768669775e-19,4.9331344738137115e-15,1.9230096072425317e-19,3.193312429954007e-19,3.246199683294055e-19,1.9067347122512915e-16,7.243522676107775e-27,7.330860113773222e-27,7.331394993064266e-27,3.579065543913113e-24,3.550097231485054e-24,3.560745364517386e-24,2.1172107315765304e-21
4600,1.0221928231626368e-11,9.942553029333641e-11,4.0687566523468715e-15,2.026851625804681e-13,2.0328990313853067e-13,4.070943678637996e-15,8.284442596017044e-18,8.264104294149644e-18,2.194098856839855e-19,2.5427260822372127e-16,8.216528593468533e-18,8.280724904580032e-18,9.389129247832134e-22,3.207165588842203e-22,3.233995365138778e-22,9.351086798318927e-22,2.6078312589081075e-27,4.980235493859045e-15,1.524523476300592e-13,3.2913904260967745e-19,3.303647730788234e-19,1.9914475475815023e-16,1.9296779407324564e-19,4.971442504572854e-15,1.9204977421257334e-19,3.3475979074551446e-19,3.2731177087621145e-19,1.9640329481140396e-16,7.359647645340432e-27,7.580829714449621e-27,7.397636265337616e-27,3.722727212013622e-24,3.730419070330287e-24,3.752633865113236e-24,2.1948751111648835e-21
4700,1.0230580070660151e-11,9.942256298785544e-11,4.083312568804275e-15,2.031849471593831e-13,2.0308821855527414e-13,4.051765337089401e-15,8.304298356789985e-18,8.28921026428895e-18,2.1926373010153847e-19,2.562137749114879e-16,8.256917534670267e-18,8.21325526636738e-18,9.586094905464246e-22,3.221741678980794e-22,3.204882326188189e-22,9.52891155740411e-22,2.62658711385192e-27,4.956037738698989e-15,1.5081772958417233e-13,3.3629511649882005e-19,3.365438022081381e-19,2.0285492613137505e-16,1.9260644359736322e-19,4.930252905168865e-15,1.9234121773526943e-19,3.437154258016009e-19,3.4162044054752097e-19,2.0385211136722918e-16,7.71037556080796e-27,7.786405071212346e-27,7.72117144326763e-27,3.793680317140523e-24,3.8670012332847805e-24,3.902496703468132e-24,2.313783732636336e-21
4800,1.0224833255169127e-11,9.941793268633502e-11,4.076551585699606e-15,2.0431266284135939e-13,2.0249941458075386e-13,4.045943339831649e-15,8.176398450287396e-18,8.19482208829464e-18,2.2082066670557557e-19,2.575357960334008e-16,8.299195180817483e-18,8.184526460692414e-18,9.755230870123387e-22,3.2320558837102325e-22,3.222312750907606e-22,9.715839856468597e-22,2.6188243100063472e-27,4.923387647827589e-15,1.5456743200378406e-13,3.4472478043725908e-19,3.4461834735574167e-19,2.088663059070477e-16,1.938737765844058e-19,4.9382235880863175e-15,1.9237143875528013e-19,3.4714445933476114e-19,3.5534048252755324e-19,2.11590932119526e-16,7.84799447534245e-27,8.049365354126701e-27,7.920008314437421e-27,3.9550430638235525e-24,3.9161851938384545e-24,3.975685750232985e-24,2.361894732722141e-21
4900,1.0225807952809921e-11,9.941774515801953e-11,4.091657784673888e-15,2.0404367008353468e-13,2.0209679885016206e-13,4.042388820126686e-15,8.210262316137316e-18,8.21102834328361e-18,2.226444977658234e-19,2.583513731419724e-16,8.2955035280103e-18,8.227173951309501e-18,9.760019251490365e-22,3.1907943418826715e-22,3.20658047446945e-22,9.874653308145807e-22,2.68594287368205e-27,4.9271396016888415e-15,1.5208583378564833e-13,3.577586029822568e-19,3.5693626785862055e-19,2.1383497065763836e-16,1.9346632115423722e-19,4.9669062571411325e-15,1.9214249655046897e-19,3.563239290518535e-19,3.5439173027790985e-19,2.1781110484308926e-16,8.083867070801557e-27,8.118328339739851e-27,8.242352500486853e-27,4.0384408057899804e-24,4.149238480165923e-24,4.147154422991387e-24,2.4264195038344267e-21
5000,1.0213790712171496e-11,9.941713822409099e-11,4.046381673705286e-15,2.0411325980763342e-13,2.0164973297479207e-13,4.04455011266014e-15,8.24669052443237e-18,8.180038503334256e-18,2.2296957227269645e-19,2.572771281410506e-16,8.236098039042637e-18,8.271899683607717e-18,1.0111772545330733e-21,3.200516179240465e-22,3.2236171399567244e-22,1.0009799746338646e-21,2.7128570281708667e-27,4.922771532191038e-15,1.5435237488008113e-13,3.733984528848847e-19,3.7248695604582677e-19,2.214000731740411e-16,1.9210822315068079e-19,4.938468859477039e-15,1.9139080313603807e-19,3.6331732542763166e-19,3.690188356828464e-19,2.2081584309352873e-16,8.429760881093725e-27,8.44499808170218e-27,8.440158286570527e-27,4.185889361012204e-24,4.2332979799368675e-24,4.187925334514099e-24,2.5403440865127063e-21
