miliseconds,S1,DNA0000,DNA0001,DNA0010,DNA0100,DNA1000,DNA1100,DNA1010,DNA1001,DNA0110,DNA0101,DNA0011,DNA1110,DNA1011,DNA1101,DNA0111,DNA1111,DNA001_1,DNA01_10,DNA01_11,DNA011_1,DNA01_1_1,DNA101_1,DNA1_100,DNA1_101,DNA1_110,DNA11_10,DNA1_1_10,DNA1_111,DNA11_11,DNA111_1,DNA1_1_11,DNA1_11_1,DNA11_1_1,DNA1_1_1_1
3300,1.0248589389914313e-11,9.943587084540742e-11,4.087535149716472e-15,2.0488091196891085e-13,2.0306052779523938e-13,4.08134956904638e-15,8.264867207429017e-18,8.33659068359929e-18,2.108559162472121e-19,2.277922363020498e-16,8.333254019951071e-18,8.278902850775669e-18,7.121561939805448e-22,3.217572754320647e-22,3.2386122173971427e-22,7.1380810233303905e-22,2.1255626637716274e-27,4.994441987153389e-15,1.3704156438771692e-13,2.1964865562682483e-19,2.1053334290904315e-19,1.295472254097469e-16,1.9373770675809065e-19,5.00399336870414e-15,1.950400540848144e-19,2.1966252165465636e-19,2.1111559822313113e-19,1.2724575179863553e-16,4.347125137762346e-27,4.455204209425881e-27,4.437365725524957e-27,2.0287788928818056e-24,2.070280021973385e-24,2.0331752067052418e-24,1.2150158080228408e-21
3400,1.0252948633696667e-11,9.943763333029148e-11,4.06949540140812e-15,2.0443098105291832e-13,2.0404798646054527e-13,4.055825947769624e-15,8.277861942887447e-18,8.241613220060634e-18,2.1371025092358827e-19,2.3052908289630265e-16,8.266764427487185e-18,8.23858795534869e-18,7.300469128047512e-22,3.2408682827163304e-22,3.2289762405655677e-22,7.266218457360402e-22,2.2097475679452416e-27,4.970551740312763e-15,1.3760821936687642e-13,2.245672765372687e-19,2.1857799524947033e-19,1.3680815137965953e-16,1.943717017347287e-19,4.988446254293977e-15,1.9251763020484835e-19,2.2454854544193258e-19,2.183793501922948e-19,1.3024250089649998e-16,4.606741138960207e-27,4.5706832669769565e-27,4.724057699423226e-27,2.117146431748154e-24,2.1536737032212218e-24,2.1357528259123662e-24,1.3168901825940367e-21
3500,1.0242986782272534e-11,9.943021257288012e-11,4.054335266206754e-15,2.0317445688155566e-13,2.0348618123086069e-13,4.04844112869355e-15,8.258240612113387e-18,8.303490241931772e-18,2.1298821729204916e-19,2.3196224572322686e-16,8.270549205985167e-18,8.333601471965719e-18,7.615578045614134e-22,3.238274357287982e-22,3.2331283001472854e-22,7.661444891145507e-22,2.222053849699301e-27,4.9328322292846e-15,1.4188695838987522e-13,2.3193675275823233e-19,2.324998585756665e-19,1.380759146067416e-16,1.9480940671297244e-19,4.944027339164148e-15,1.9225010259741802e-19,2.329910282453684e-19,2.308992604102986e-19,1.364995576708079e-16,4.835688794976964e-27,4.8088194562979336e-27,4.7953609515320125e-27,2.217092928695981e-24,2.277008904056927e-24,2.2096346195457657e-24,1.3755230917992897e-21
3600,1.0242689089539643e-11,9.943188422566458e-11,4.095958797140054e-15,2.0338356458568134e-13,2.030145381290505e-13,4.06826344229331e-15,8.292706274827575e-18,8.307194824017276e-18,2.1214310759932457e-19,2.3591447062319144e-16,8.276176748354825e-18,8.281235288406789e-18,7.657789835458635e-22,3.204983717818864e-22,3.2281835770881733e-22,7.713487539882793e-22,2.2583720271997906e-27,4.949446918042379e-15,1.4287852772565423e-13,2.4013306018191693e-19,2.3648109050045986e-19,1.4345589274689014e-16,1.9334024621486095e-19,4.954851391471206e-15,1.9453779741088367e-19,2.445362082376313e-19,2.417335987833508e-19,1.4728228465130335e-16,5.162904161114414e-27,5.176338029517182e-27,5.137344048006777e-27,2.4033890510931e-24,2.445517343857009e-24,2.4540443080872786e-24,1.4157470925167487e-21
3700,1.0243364135965398e-11,9.943035729406525e-11,4.1030046419449095e-15,2.033591622079288e-13,2.0409900364954683e-13,4.09120378271885e-15,8.219729690069374e-18,8.337127562214338e-18,2.1453067884635123e-19,2.405331275518255e-16,8.308457524320687e-18,8.310889307716956e-18,7.974548780168335e-22,3.2285998224318847e-22,3.2485584209966646e-22,7.799855668578861e-22,2.274099497063887e-27,4.990939368306649e-15,1.4240608408641775e-13,2.5497829025364926e-19,2.447021017224984e-19,1.466919530101533e-16,1.9491121880751152e-19,4.940604823885088e-15,1.942852968600155e-19,2.5093107085190667e-19,2.53919436740244e-19,1.5251159035563743e-16,5.235600450648617e-27,5.473007477083254e-27,5.406161267777316e-27,2.5040636833773196e-24,2.5298462565370998e-24,2.511388618052055e-24,1.5276359738887383e-21
3800,1.0243604086948222e-11,9.94346251969229e-11,4.048134952886679e-15,2.0382655454084983e-13,2.0345146165735576e-13,4.061066333903242e-15,8.271015056689542e-18,8.323692575553273e-18,2.1365559634406278e-19,2.389336582709708e-16,8.235956570472145e-18,8.303872782825371e-18,8.149619420714157e-22,3.227047521392246e-22,3.219350796974215e-22,7.918024523844196e-22,2.316310174239653e-27,4.979134184217456e-15,1.4512327812722142e-13,2.601731841796626e-19,2.585661219460641e-19,1.5630211134624373e-16,1.9270943350771477e-19,5.0001567990097265e-15,1.935425641942932e-19,2.561277592136416e-19,2.6197943932084847e-19,1.5371854612010523e-16,5.604557646380512e-27,5.7038078457895014e-27,5.4802055373209e-27,2.674948358030697e-24,2.6998254987601373e-24,2.607727668891612e-24,1.6138315165297835e-21
3900,1.0236480663852e-11,9.943373150069853e-11,4.086084849994391e-15,2.0357379314978053e-13,2.0231210684739624e-13,4.0985193056914424e-15,8.299890262328864e-18,8.31924593295445e-18,2.1432027686953908e-19,2.374324443978358e-16,8.257239648517482e-18,8.283452076009375e-18,8.178156092490129e-22,3.198071069823824e-22,3.2260077773155258e-22,8.314534378709862e-22,2.317786933849209e-27,4.938845007118866e-15,1.4218490422313218e-13,2.650063109112784e-19,2.680174921511787e-19,1.5929768391699714e-16,1.9246036439177273e-19,4.956939552528675e-15,1.947381320692692e-19,2.6583763591764704e-19,2.726124281384092e-19,1.6159444278108085e-16,5.912477173494371e-27,5.7650523221535486e-27,5.7931803103425095e-27,2.82631613837389e-24,2.8451947771683372e-24,2.7346112046435966e-24,1.6815656255875328e-21
4000,1.024121389876129e-11,9.943160570931237e-11,4.089709702387567e-15,2.0399915789212306e-13,2.0228784419647107e-13,4.0532809101802824e-15,8.254398729565111e-18,8.268964900480619e-18,2.1435562307978315e-19,2.409295406138089e-16,8.297224206766343e-18,8.25494134789548e-18,8.355971846891664e-22,3.2001867045224225e-22,3.2142756759289005e-22,8.270475345903189e-22,2.392647384934342e-27,4.923410975609489e-15,1.438427980840708e-13,2.8019890967532935e-19,2.7255150346769034e-19,1.6367623944927588e-16,1.9360065909672956e-19,4.98203243536208e-15,1.935356317647932e-19,2.7490216432078015e-19,2.7936666653479465e-19,1.6400810481402794e-16,6.1234280972581034e-27,6.079894568517074e-27,6.085769992490579e-27,2.8655041736388082e-24,2.983410962292611e-24,2.8899429136973532e-24,1.7515205634403376e-21
4100,1.0237303364138736e-11,9.942627448882304e-11,4.098468034268602e-15,2.021921557041681e-13,2.0243829884724122e-13,4.0947228495174434e-15,8.22369709767647e-18,8.218869306318634e-18,2.1735483241557698e-19,2.410907106856151e-16,8.221192046434029e-18,8.29929002815064e-18,8.401914720020717e-22,3.223238456282225e-22,3.2151707372445393e-22,8.571413266917425e-22,2.3939761681550945e-27,4.951536910911553e-15,1.4391046387900894e-13,2.881656436970672e-19,2.900936797664171e-19,1.7081997967877716e-16,1.9328351559047053e-19,4.971079198026804e-15,1.9278182294809242e-19,2.899545779473972e-19,2.890945070665158e-19,1.7260524624969309e-16,6.4029131369330494e-27,6.355345825261592e-27,6.215435407714836e-27,3.084083303679833e-24,3.020869734315821e-24,3.0914910920516043e-24,1.8383909438079287e-21
4200,1.0238099089836921e-11,9.943101534480554e-11,4.059958515676874e-15,2.0430676261407003e-13,2.0442170160429653e-13,4.09528624502412e-15,8.223479081088139e-18,8.277970023459136e-18,2.1715198294553893e-19,2.4199501096824437e-16,8.237553569567992e-18,8.240008933253916e-18,8.673807077813772e-22,3.221697258683416e-22,3.209473266744951e-22,8.854642216555543e-22,2.4153674000643435e-27,4.939882764185983e-15,1.4512771451194776e-13,2.933704211508208e-19,2.899096456740791e-19,1.7713947032737452e-16,1.9197347078678866e-19,4.970844293730046e-15,1.9364053429778135e-19,2.9752590843587114e-19,2.969636925601253e-19,1.7599649098293108e-16,6.543378467699462e-27,6.565457953051253e-27,6.524087123329775e-27,3.130459670547828e-24,3.216304569240131e-24,3.2097461320948852e-24,1.9398729743681865e-21
4300,1.0233665068287358e-11,9.942770499923757e-11,4.049514922127988e-15,2.0199456191528586e-13,2.0469788004005167e-13,4.055341017452086e-15,8.294719635589445e-18,8.228115651884325e-18,2.1811454345350896e-19,2.4795852322064264e-16,8.247628911574412e-18,8.248400698535367e-18,8.939691761889125e-22,3.218052467459129e-22,3.23883158728217e-22,9.01859935223144e-22,2.466051703463841e-27,4.946326426909247e-15,1.4886998762030047e-13,3.062689822083777e-19,3.038859220264684e-19,1.845505349329095e-16,1.9231763842973042e-19,4.917929878911002e-15,1.930680672092791e-19,3.001601973049757e-19,3.0616476494253555e-19,1.800717271782558e-16,6.677529534514813e-27,6.879970059173853e-27,6.826770302746033e-27,3.3040994905062516e-24,3.354395799308097e-24,3.3404042933449465e-24,1.975241136578155e-21
4400,1.023243148513837e-11,9.942383944993027e-11,4.058943303331429e-15,2.0276071825230268e-13,2.0409286794289723e-13,4.096990745637354e-15,8.274682917588854e-18,8.23749545754471e-18,2.1682629351491307e-19,2.5178786107272775e-16,8.316555622074615e-18,8.285937043796236e-18,8.968520161138952e-22,3.2242303725675813e-22,3.230203970551385e-22,8.915434574118288e-22,2.4858759915655655e-27,4.988750353800532e-15,1.4791726993629885e-13,3.1944270861576733e-19,3.169094998138627e-19,1.8738467797400857e-16,1.93808962590486e-19,4.922430382010541e-15,1.939297708178986e-19,3.1674232542989137e-19,3.1550018268538486e-19,1.900939332339775e-16,6.882947703219192e-27,7.058333528594112e-27,6.930309397435853e-27,3.4519024687078855e-24,3.4679297142922435e-24,3.4618977061895855e-24,2.0332242807727003e-21
4500,1.0228899105783281e-11,9.942249411382921e-11,4.044684173577248e-15,2.0282522543168407e-13,2.0317387227480742e-13,4.0683101179710095e-15,8.257581132896908e-18,8.291341406823162e-18,2.1955444223906106e-19,2.530159265981458e-16,8.302310673374683e-18,8.253384199912714e-18,9.152539426453038e-22,3.228035639518713e-22,3.1981181454398936e-22,9.211928465758802e-22,2.5727972186369676e-27,4.9078408629195035e-15,1.5119489687761388e-13,3.1742283657122653e-19,3.1754660659000885e-19,1.9403666644342105e-16,1.9303128314866744e-19,4.975166341033397e-15,1.9159555878691413e-19,3.179423659343685e-19,3.1928059760091233e-19,1.9301633654584226e-16,7.163693644472877e-27,7.210270132247015e-27,7.265161553142904e-27,3.5856840657153495e-24,3.530657885154961e-24,3.5479580064162905e-24,2.149859381896156e-21
4600,1.0231118932495665e-11,9.942426711651496e-11,4.060865527556009e-15,2.0384173758798403e-13,2.042295571015681e-13,4.058612570456124e-15,8.28377605222902e-18,8.24665154445997e-18,2.1889223937794797e-19,2.506335762148701e-16,8.294975670352551e-18,8.273707979129857e-18,9.47953712386581e-22,3.19991739777926e-22,3.201799593938009e-22,9.305092272264378e-22,2.605852904545154e-27,4.975477970451221e-15,1.4953487938030975e-13,3.321263419159367e-19,3.278711338489536e-19,2.014286671645546e-16,1.931202805365468e-19,4.923806285133682e-15,1.930097823426426e-19,3.3019933432174286e-19,3.298605771288066e-19,2.0201157944225127e-16,7.434932034081192e-27,7.389450126518e-27,7.577203485675284e-27,3.666804060327431e-24,3.743896454863721e-24,3.7331605486144024e-24,2.222913228899257e-21
4700,1.0223854735580641e-11,9.942533298021482e-11,4.0888141136156015e-15,2.0346597077383185e-13,2.036720349613083e-13,4.093326548480973e-15,8.265473915057649e-18,8.269799420257288e-18,2.2121885604400636e-19,2.5397964559165086e-16,8.305247110037132e-18,8.181795143513153e-18,9.411985384718478e-22,3.2106622660685495e-22,3.217754722698129e-22,9.408780894775929e-22,2.621406078187794e-27,4.977354493397309e-15,1.5129072949346043e-13,3.390990613109811e-19,3.3955607286839796e-19,2.065235269948762e-16,1.929553081359872e-19,4.966407531956194e-15,1.9204414656213922e-19,3.4375377669903677e-19,3.4021734199363695e-19,2.0462548655764077e-16,7.721972293277012e-27,7.789242072489439e-27,7.741819257460227e-27,3.889927692500978e-24,3.8332288582944006e-24,3.902297197161395e-24,2.305153506142235e-21
4800,1.0223428959355608e-11,9.942346007643918e-11,4.052878034408299e-15,2.0454426276355739e-13,2.0215620454064757e-13,4.039530503360395e-15,8.281459215187777e-18,8.196499814457978e-18,2.193105499818347e-19,2.578725476668464e-16,8.241400484924001e-18,8.185188013480733e-18,9.72716036062955e-22,3.221039601521053e-22,3.192185573841045e-22,9.57141012404458e-22,2.6285012787399407e-27,4.9773875110556165e-15,1.5404438982906656e-13,3.5280353159032465e-19,3.5503726624813716e-19,2.0849269898737068e-16,1.940337564846205e-19,4.916869503658051e-15,1.9235390822664893e-19,3.5341570422618434e-19,3.536946845686282e-19,2.1056911307244466e-16,7.874166783904198e-27,7.951366401409919e-27,7.979300600830479e-27,3.9980443233125345e-24,3.9843658536424805e-24,3.97360047827758e-24,2.382936674719988e-21
4900,1.022507289108793e-11,9.941977933963403e-11,4.075431493596727e-15,2.0298282225280757e-13,2.039317072896905e-13,4.082650168682737e-15,8.207168349329923e-18,8.226128912920873e-18,2.213603442984618e-19,2.5425684527856877e-16,8.269499009138816e-18,8.221389769375378e-18,9.731106588649421e-22,3.2067619935237148e-22,3.1881032958995686e-22,9.945836106384329e-22,2.6520602601596655e-27,4.927693723868239e-15,1.55160528259744e-13,3.5459066059421113e-19,3.582486158650072e-19,2.1861273042218647e-16,1.9335672848472623e-19,4.960887819896777e-15,1.9184503583790058e-19,3.538356314641437e-19,3.5349555528995662e-19,2.134232076460969e-16,8.16164720470578e-27,8.064579403792455e-27,8.22222644116979e-27,4.071450844925988e-24,4.1198674850397326e-24,4.1379732912238405e-24,2.427947007991789e-21
5000,1.0216435101062008e-11,9.941813039919881e-11,4.0828469791082884e-15,2.0217249763914342e-13,2.0320023529833815e-13,4.069315186445878e-15,8.216950970417475e-18,8.214628669350646e-18,2.220014311432863e-19,2.5907367210924013e-16,8.180162142379818e-18,8.177407830835883e-18,9.965130373663048e-22,3.204520681359927e-22,3.228831591126425e-22,1.0007505839708885e-21,2.6854028911956e-27,4.976315604304829e-15,1.5499684595358403e-13,3.668201930223253e-19,3.726910654867156e-19,2.221276992600171e-16,1.9100514044773248e-19,4.922368878176132e-15,1.9129085722455068e-19,3.6451806699227277e-19,3.638165309999378e-19,2.1763066340373907e-16,8.311380706421096e-27,8.322125247920206e-27,8.32065287045853e-27,4.289116429295499e-24,4.192372350120379e-24,4.229993565356881e-24,2.5326910640518056e-21
