miliseconds,APC,Va,Va_APC,Va3,Va3_APC,Va5,Va5_APC,Va53,Va53_APC,Va56,Va56_APC,Va36,Va36_APC,Va536,Va536_APC,HC,LC,HC5,HC3,HC56,HC36,HC536,LC_APC,HC53,VaA3,VaA53,VaA36,VaA536,VaLCA1,VaLCA1_APC
3900,3.7949590270788804e-10,1.7737120992732164e-07,3.5636336933664925e-09,3.7063895996291464e-10,1.426659219468116e-10,1.1392661808511842e-08,5.163303205228224e-09,9.808003148173869e-10,6.37195698974219e-10,5.168028704921721e-12,3.4186697348228847e-12,9.764529589634097e-14,4.529623566345042e-14,7.399890831318975e-13,6.560114840838045e-13,1.2209977787024628e-11,1.2475725881418856e-11,3.3809573835455573e-13,1.2623474237225415e-14,1.2225848929950023e-16,2.8254464956189605e-18,1.4636824868770545e-17,4.0736837501829777e-13,2.387435586690485e-14,3.686001901140245e-11,7.972519399416469e-11,9.099739496180978e-15,5.3910245148327075e-14,9.181796026695043e-11,2.726906660810801e-11
4000,3.0161358179070006e-10,1.7732919455168177e-07,3.5871781252012566e-09,3.678499031754033e-10,1.4407894258348662e-10,1.1855222287991054e-08,5.268334497258185e-09,1.0082258856776765e-09,6.426658110663405e-10,5.284041028420739e-12,3.369019834631674e-12,9.833771227372165e-14,4.5205620192715435e-14,7.555444279403403e-13,6.678165860906905e-13,1.2734914656651032e-11,1.273531161205312e-11,3.5201140345779094e-13,1.3274900186536002e-14,1.2960001458967291e-16,2.9527678223107016e-18,1.5326552578517482e-17,4.27259926208394e-13,2.485483240842303e-14,3.8547886511438806e-11,8.517061458116179e-11,9.244745354801078e-15,5.781524449895812e-14,9.50114831549463e-11,2.7308662699977612e-11
4100,2.871744619907686e-10,1.769623721606566e-07,3.5563609457909177e-09,3.8460206526461993e-10,1.4351227579511018e-10,1.2176089230753425e-08,5.222177343788378e-09,1.0330092563358525e-09,6.365645507498551e-10,5.63053770367272e-12,3.449193308825552e-12,1.0416388051248271e-13,4.5258616413130316e-14,8.122987187486096e-13,6.737815606125264e-13,1.2912007920836035e-11,1.2953704801039906e-11,3.8714539196842506e-13,1.3921895674842954e-14,1.384397103148186e-16,3.1486878489700753e-18,1.7221912323190553e-17,4.4928569335435744e-13,2.6771631357590385e-14,4.028122275810589e-11,9.227750348399709e-11,9.602481391471624e-15,6.223785673624087e-14,1.0336644783286386e-10,2.8446000010956173e-11
4200,3.30884441430526e-10,1.7620654279047792e-07,3.552159500961849e-09,3.8616145230726283e-10,1.4140996614822952e-10,1.2571087330689418e-08,5.230584645897554e-09,1.0760260561932127e-09,6.553331272050228e-10,5.693061314282232e-12,3.405782603783692e-12,1.0687881250220825e-13,4.49836256435273e-14,8.601495355101234e-13,6.787031269497136e-13,1.3410727236637305e-11,1.3281878842116507e-11,4.0490678979193143e-13,1.4644192239337966e-14,1.5000207425826187e-16,3.425495523058395e-18,1.862045260407573e-17,4.640314705525089e-13,2.927883506386481e-14,4.1663581003674195e-11,9.550615973266251e-11,1.0322011403794686e-14,6.730325415797506e-14,1.0636379818275727e-10,2.8497646450893522e-11
4300,3.202244776437296e-10,1.7584737027145213e-07,3.557112971383644e-09,3.995254249648371e-10,1.4159697804843647e-10,1.2551296948517855e-08,5.18786833505252e-09,1.1144066154881259e-09,6.599423871050534e-10,5.988724329679195e-12,3.4255238392445533e-12,1.0742022511234358e-13,4.5866063534301796e-14,9.03312217940513e-13,6.960313841586417e-13,1.3557409802199042e-11,1.3390844228882799e-11,4.2058114120657003e-13,1.5241694762624036e-14,1.6054045347463384e-16,3.49486209054785e-18,1.99467027260029e-17,4.655843224164238e-13,3.1500789280707275e-14,4.192076458517254e-11,1.0060556073248682e-10,1.0516536047967051e-14,7.100355799728165e-14,1.1312806738859322e-10,2.951928309755796e-11
4400,3.6507144224792134e-10,1.7537711760009198e-07,3.579254627722618e-09,4.091044295686853e-10,1.4301453007688537e-10,1.3047490095528847e-08,5.257392752712419e-09,1.163050308727313e-09,6.464208418418439e-10,6.109259980446984e-12,3.4885773573287384e-12,1.1005857394505305e-13,4.477757348981546e-14,9.60406087113071e-13,7.29637184885085e-13,1.3987808962277031e-11,1.415045348106574e-11,4.426666427927293e-13,1.571089342383941e-14,1.7162667939014277e-16,3.767723810757116e-18,2.1263660029647066e-17,4.838716688768746e-13,3.33750281329709e-14,4.341750648883807e-11,1.0333077656203911e-10,1.120726766768212e-14,7.498248223806381e-14,1.2111120763293287e-10,2.958025122740056e-11
4500,3.965233138709322e-10,1.752036643874152e-07,3.5375769774254606e-09,4.0454540251702917e-10,1.4102278876954843e-10,1.3336542492030118e-08,5.218808901230317e-09,1.2226629593766323e-09,6.600841871443875e-10,6.549538488182224e-12,3.5233519559872466e-12,1.1247762841327656e-13,4.579212658021154e-14,9.921691771466055e-13,7.312350923689818e-13,1.432984895218659e-11,1.4244147460485315e-11,4.756775061256674e-13,1.6742212715572773e-14,1.800529131054576e-16,3.928566771655998e-18,2.2581529859145508e-17,4.997738833344177e-13,3.502694985669953e-14,4.639228084695836e-11,1.0837580994000326e-10,1.1465274388534884e-14,7.941660846304818e-14,1.2639135553250688e-10,3.1046584475378667e-11
4600,3.5498882842771256e-10,1.7502664871196964e-07,3.527148919333672e-09,4.186956441459527e-10,1.402647283553598e-10,1.38026796021588e-08,5.257352541792691e-09,1.2350043601114778e-09,6.727109788423312e-10,6.744131960723144e-12,3.507858462239646e-12,1.1635366963770765e-13,4.4766412554681844e-14,1.0218885966055519e-12,7.334747666382762e-13,1.4708380174247294e-11,1.4745412333070618e-11,4.842105639319645e-13,1.7091947405804053e-14,1.8746091994239669e-16,4.110005681678156e-18,2.4512780550674362e-17,5.143856764107566e-13,3.7325387275666384e-14,4.701852087008713e-11,1.1494079050972428e-10,1.1788668751681564e-14,8.38965931803209e-14,1.300464054721203e-10,3.13421346024117e-11
4700,3.3595685593190105e-10,1.743822945758049e-07,3.592812735308224e-09,4.3107761038857407e-10,1.4070884933216257e-10,1.3851207382467915e-08,5.25340284530823e-09,1.2937871763268056e-09,6.6811364587054e-10,6.798877078890475e-12,3.5446849522711934e-12,1.1559929938658889e-13,4.47916704517065e-14,1.0883261072290963e-12,7.42024111419954e-13,1.498528206970058e-11,1.4948722387742017e-11,5.054675901899078e-13,1.7960582533520747e-14,2.004900180660674e-16,4.247446101851961e-18,2.626600196154534e-17,5.329357264066023e-13,3.8904670375660475e-14,4.9209622922851823e-11,1.1918224480060519e-10,1.2280742484825307e-14,9.038449447660906e-14,1.4059320514658937e-10,3.2128566119198053e-11
4800,2.9693943087524017e-10,1.7409838492926724e-07,3.56320748116369e-09,4.3827936119703416e-10,1.4218672146152218e-10,1.4067603940848515e-08,5.310369640745889e-09,1.3342951205361433e-09,6.616277889215001e-10,7.059340671112565e-12,3.6251478156521827e-12,1.1975641673732123e-13,4.533935017967967e-14,1.1216258988465199e-12,7.561375333263788e-13,1.515295079481424e-11,1.5204885471113043e-11,5.355294959550664e-13,1.8680727419758735e-14,2.155900599575608e-16,4.450038986336796e-18,2.8698642437460285e-17,5.462496388197938e-13,4.1364332427822376e-14,4.963257877190585e-11,1.247021581675259e-10,1.2756625158822497e-14,9.532818320001235e-14,1.4355527494039857e-10,3.2586700742009213e-11
4900,3.3434696862368606e-10,1.737375749957141e-07,3.589439325483578e-09,4.4063297782357003e-10,1.413689933063184e-10,1.4581036390450359e-08,5.266085148953559e-09,1.3724816543410264e-09,6.711565381879898e-10,7.234413680016043e-12,3.5936468024554282e-12,1.2248268541919345e-13,4.550763798585676e-14,1.1889458587225405e-12,7.714208717167091e-13,1.539558058392731e-11,1.567790677472163e-11,5.568483309509041e-13,1.9087122437580432e-14,2.2876485863389294e-16,4.6738753937159735e-18,3.0626289558145356e-17,5.633446694968403e-13,4.3568808267648506e-14,5.1560479824312783e-11,1.3038665004293685e-10,1.3123544910941767e-14,1.0026618141455887e-13,1.5093663266957677e-10,3.274290082143497e-11
5000,2.9626664590030736e-10,1.7328903264901416e-07,3.4755544746824497e-09,4.404399681950934e-10,1.3947035691242926e-10,1.4877687398399327e-08,5.205200996774481e-09,1.3949345139907758e-09,6.768291417943568e-10,7.582639263763994e-12,3.694571260140161e-12,1.246225673570882e-13,4.447728019973823e-14,1.2189580436106148e-12,7.970126170982707e-13,1.570414627743711e-11,1.559717276124003e-11,5.863637876875578e-13,1.9942443641404936e-14,2.381905801073755e-16,4.9841650831047724e-18,3.2136274747104847e-17,5.73629260027385e-13,4.6322724207591316e-14,5.3563806661177865e-11,1.3597375590132727e-10,1.3860256168887362e-14,1.0575466516684743e-13,1.6086947001271097e-10,3.285288888411121e-11
